g1.t1,"ko:K10756"
g2.t1,"ko:K10756"
g4.t1,"ko:K10756"
g5.t1,"ko:K01580"
g11.t1,"ko:K04733"
g12.t1,"ko:K20043"
g13.t1,"ko:K16732"
g14.t1,"ko:K01099,ko:K20279"
g15.t1,"ko:K08134"
g16.t1,"ko:K09659"
g17.t1,"ko:K08235"
g24.t1,"ko:K08360"
g25.t1,"ko:K08360"
g27.t1,"ko:K20043,ko:K20044"
g32.t1,"ko:K16055"
g35.t1,"ko:K18848,ko:K18886"
g36.t1,"ko:K18848,ko:K18886"
g37.t1,"ko:K18848,ko:K18886"
g38.t1,"ko:K18848,ko:K18886"
g39.t1,"ko:K00928"
g40.t1,"ko:K00133"
g45.t1,"ko:K13457,ko:K13459,ko:K13460,ko:K20599"
g46.t1,"ko:K13457,ko:K13459,ko:K13460,ko:K20599"
g47.t1,"ko:K13457,ko:K13459,ko:K13460,ko:K20599"
g49.t1,"ko:K13457,ko:K13459,ko:K13460,ko:K20599"
g50.t1,"ko:K13457,ko:K13459,ko:K13460,ko:K20599"
g51.t1,"ko:K13457,ko:K13459,ko:K13460,ko:K20599"
g52.t1,"ko:K12116"
g53.t1,"ko:K01528"
g55.t1,"ko:K15255"
g58.t1,"ko:K18848,ko:K18886"
g59.t1,"ko:K18848,ko:K18886"
g60.t1,"ko:K18848,ko:K18886"
g61.t1,"ko:K18848,ko:K18886"
g62.t1,"ko:K18848,ko:K18886"
g64.t1,"ko:K18848,ko:K18886"
g65.t1,"ko:K18848,ko:K18886"
g69.t1,"ko:K18848,ko:K18886"
g70.t1,"ko:K18848,ko:K18886"
g71.t1,"ko:K18848,ko:K18886"
g72.t1,"ko:K13448"
g73.t1,"ko:K19199"
g74.t1,"ko:K05747"
g75.t1,"ko:K07766"
g76.t1,"ko:K17991"
g77.t1,"ko:K17991"
g83.t1,"ko:K04733"
g84.t1,"ko:K14011"
g85.t1,"ko:K13464"
g89.t1,"ko:K14664"
g90.t1,"ko:K14664"
g93.t1,"ko:K13070"
g94.t1,"ko:K00423"
g96.t1,"ko:K13420"
g97.t1,"ko:K13420"
g99.t1,"ko:K04567"
g102.t1,"ko:K00031"
g108.t1,"ko:K15104"
g112.t1,"ko:K20222"
g113.t1,"ko:K09286"
g116.t1,"ko:K20222"
g117.t1,"ko:K20222"
g118.t1,"ko:K20222"
g120.t1,"ko:K11968"
g121.t1,"ko:K09422"
g154.t1,"ko:K01738,ko:K14831"
g155.t1,"ko:K19892,ko:K20217"
g156.t1,"ko:K20217"
g157.t1,"ko:K03006"
g158.t1,"ko:K11367"
g159.t1,"ko:K03006"
g160.t1,"ko:K03006"
g161.t1,"ko:K03006"
g162.t1,"ko:K03006"
g163.t1,"ko:K03006"
g169.t1,"ko:K02291"
g170.t1,"ko:K04382"
g171.t1,"ko:K10268,ko:K11594"
g175.t1,"ko:K07542"
g176.t1,"ko:K13095"
g180.t1,"ko:K10696"
g181.t1,"ko:K10696"
g185.t1,"ko:K14823"
