g5.t1,"RC00299"
g14.t1,"RC00078"
g16.t1,"RC00005"
g32.t1,"RC00005,RC00017,RC00049,RC02748"
g39.t1,"RC00002,RC00043"
g40.t1,"RC00684"
g73.t1,"RC00003,RC00060,RC00181,RC00496"
g76.t1,"RC01711"
g77.t1,"RC01711"
g93.t1,"RC00127"
g94.t1,"RC00092"
g99.t1,"RC00055,RC00523"
g102.t1,"RC00001,RC00084,RC00114,RC00626,RC02801"
g154.t1,"RC00020,RC02814,RC02821"
g155.t1,"RC00467"
g157.t1,"RC02795"
g159.t1,"RC02795"
g160.t1,"RC02795"
g161.t1,"RC02795"
g162.t1,"RC02795"
g163.t1,"RC02795"
g169.t1,"RC00362,RC01101,RC02869"
g186.t1,"RC00003,RC00332"
g188.t1,"RC00003,RC00332"
g202.t1,"RC00003,RC00060,RC00181,RC00496"
g207.t1,"RC00026,RC00111"
g208.t1,"RC00034"
g209.t1,"RC00034"
g210.t1,"RC00034"
g211.t1,"RC00034"
g226.t1,"RC00005"
g232.t1,"RC00121,RC02820"
g235.t1,"RC00121,RC02820"
g236.t1,"RC00010"
g245.t1,"RC00917"
g247.t1,"RC00052,RC00076,RC00120"
g254.t1,"RC00085,RC00102"
g260.t1,"RC00561"
g261.t1,"RC00561"
g264.t1,"RC00561"
g265.t1,"RC00561"
g344.t1,"RC00017"
g361.t1,"RC00003,RC00060,RC00181,RC00496"
g379.t1,"RC00004,RC00039,RC02727"
g385.t1,"RC00121,RC02820"
g408.t1,"RC00005,RC00059"
g458.t1,"RC00004,RC00014"
g460.t1,"RC00004,RC00055,RC02864"
g462.t1,"RC00006,RC00008,RC00018"
g465.t1,"RC00034"
g489.t1,"RC01442"
g515.t1,"RC00051"
g516.t1,"RC00055,RC00523"
g548.t1,"RC00041,RC00055,RC02879"
g634.t1,"RC00002,RC00078"
g662.t1,"RC00607,RC00660,RC00923,RC01184,RC01222,RC01710,RC01711,RC01723,RC01725,RC01952,RC01963,RC02077,RC03044"
g668.t1,"RC00607,RC00660,RC00923,RC01184,RC01222,RC01710,RC01711,RC01723,RC01725,RC01952,RC01963,RC02077,RC03044"
g669.t1,"RC00607,RC00660,RC00923,RC01184,RC01222,RC01710,RC01711,RC01723,RC01725,RC01952,RC01963,RC02077,RC03044"
