g1.t1,"ko00000,ko00001,ko00002,ko03032,ko03036,ko03400"
g2.t1,"ko00000,ko00001,ko00002,ko03032,ko03036,ko03400"
g4.t1,"ko00000,ko00001,ko00002,ko03032,ko03036,ko03400"
g5.t1,"ko00000,ko00001,ko00002,ko01000"
g11.t1,"ko00000,ko00001,ko00002,ko01000,ko01001"
g12.t1,"ko00000,ko04131"
g13.t1,"ko00000,ko03036,ko04812"
g14.t1,"ko00000,ko00001,ko01000,ko04131"
g15.t1,"ko00000,ko00535,ko01000,ko03110"
g16.t1,"ko00000,ko00001"
g17.t1,"ko00000,ko01000"
g24.t1,"ko00000,ko01000,ko02000"
g25.t1,"ko00000,ko01000,ko02000"
g27.t1,"ko00000,ko04131"
g32.t1,"ko00000,ko00001,ko01000,ko01003"
g35.t1,"ko00000,ko01000"
g36.t1,"ko00000,ko01000"
g37.t1,"ko00000,ko01000"
g38.t1,"ko00000,ko01000"
g39.t1,"ko00000,ko00001,ko00002,ko01000"
g40.t1,"ko00000,ko00001,ko00002,ko01000"
g45.t1,"ko00000,ko00001"
g46.t1,"ko00000,ko00001"
g47.t1,"ko00000,ko00001"
g49.t1,"ko00000,ko00001"
g50.t1,"ko00000,ko00001"
g51.t1,"ko00000,ko00001"
g52.t1,"ko00000,ko00001,ko04121"
g53.t1,"ko00000,ko00001,ko01000,ko04131,ko04147"
g55.t1,"ko00000,ko01000,ko03029,ko03032"
g58.t1,"ko00000,ko01000"
g59.t1,"ko00000,ko01000"
g60.t1,"ko00000,ko01000"
g61.t1,"ko00000,ko01000"
g62.t1,"ko00000,ko01000"
g64.t1,"ko00000,ko01000"
g65.t1,"ko00000,ko01000"
g69.t1,"ko00000,ko01000"
g70.t1,"ko00000,ko01000"
g71.t1,"ko00000,ko01000"
g72.t1,"ko00000,ko00001"
g73.t1,"ko00000,ko00001,ko01000,ko03036"
g74.t1,"ko00000,ko00001,ko04131,ko04812"
g75.t1,"ko00000,ko01000"
g76.t1,"ko00000,ko00001,ko01000"
g77.t1,"ko00000,ko00001,ko01000"
g83.t1,"ko00000,ko00001,ko00002,ko01000,ko01001"
g84.t1,"ko00000,ko00001"
g85.t1,"ko00000,ko00001"
g89.t1,"ko00000,ko01000,ko01002"
g90.t1,"ko00000,ko01000,ko01002"
g93.t1,"ko00000,ko00001,ko01000"
g94.t1,"ko00000,ko00001,ko01000"
g96.t1,"ko00000,ko00001,ko01000,ko01001"
g97.t1,"ko00000,ko00001,ko01000,ko01001"
g99.t1,"ko00000,ko00001,ko00002,ko01000,ko01007,ko03016"
g102.t1,"br01601,ko00000,ko00001,ko00002,ko01000"
g108.t1,"ko00000,ko02000"
g112.t1,"ko00000,ko03009"
g113.t1,"ko00000,ko03000"
g116.t1,"ko00000,ko03009"
g117.t1,"ko00000,ko03009"
g118.t1,"ko00000,ko03009"
g120.t1,"ko00000,ko01000,ko04121"
g121.t1,"ko00000,ko03000"
g154.t1,"ko00000,ko00001,ko00002,ko01000,ko03009"
g155.t1,"ko00000,ko00001,ko00537,ko01000,ko04121"
g156.t1,"ko00000,ko00001,ko01000,ko04121"
g157.t1,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400"
g158.t1,"ko00000,ko01000,ko03021,ko03036"
g159.t1,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400"
g160.t1,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400"
g161.t1,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400"
g162.t1,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400"
