g5.t1,"R00261,R00489,R01682,R02466"
g14.t1,"R04404,R09827"
g16.t1,"R01009"
g32.t1,"R02737,R02778"
g39.t1,"R00480"
g40.t1,"R02291"
g73.t1,"R03875,R04866,R04867"
g76.t1,"R09462,R09463"
g77.t1,"R09462,R09463"
g93.t1,"R08916,R08917"
g94.t1,"R00068"
g99.t1,"R03658"
g102.t1,"R00267,R00268,R01899"
g154.t1,"R00897,R03601,R04859"
g155.t1,"R00308"
g157.t1,"R00435,R00441,R00442,R00443"
g159.t1,"R00435,R00441,R00442,R00443"
g160.t1,"R00435,R00441,R00442,R00443"
g161.t1,"R00435,R00441,R00442,R00443"
g162.t1,"R00435,R00441,R00442,R00443"
g163.t1,"R00435,R00441,R00442,R00443"
g169.t1,"R02065,R04218,R07270,R10177"
g175.t1,"R05921"
g186.t1,"R04858"
g188.t1,"R04858"
g202.t1,"R03875,R03938,R04866,R04867"
g207.t1,"R00943"
g208.t1,"R00602,R02596,R03919,R04007,R07443"
g209.t1,"R00602,R02596,R03919,R04007,R07443"
g210.t1,"R00602,R02596,R03919,R04007,R07443"
g211.t1,"R00602,R02596,R03919,R04007,R07443"
g226.t1,"R03118"
g232.t1,"R04038,R08051,R08052"
g235.t1,"R04038,R08051,R08052"
g236.t1,"R00269,R00348"
g245.t1,"R11043,R11044"
g247.t1,"R01404,R04429,R04430,R04724,R04725,R04955,R04956,R04958,R04959,R04961,R04962,R04966,R04967,R04969,R04970,R07765,R10118,R10122,R11671"
g254.t1,"R00875,R01896"
g260.t1,"R03626,R07864,R07869"
g261.t1,"R03626,R07864,R07869"
g264.t1,"R03626,R07864,R07869"
g265.t1,"R03626,R07864,R07869"
g344.t1,"R00805,R06211"
g361.t1,"R03875,R03938,R04866,R04867"
g379.t1,"R01626,R11671"
g385.t1,"R04038,R08051,R08052"
g408.t1,"R04469"
g458.t1,"R00432,R00727"
g460.t1,"R01945,R02416,R07432,R07433"
g462.t1,"R00258,R00369,R00372"
g465.t1,"R00602,R02596,R03919,R04007,R07443"
g489.t1,"R05640,R05731"
g515.t1,"R01868"
g516.t1,"R03660"
g548.t1,"R03075"
g604.t1,"R00100"
g634.t1,"R00104"
